ssoc,title,major_group,gross_wage_median,gross_wage_25th,gross_wage_75th,estimated_sg_employment_thousands,employment_thousands,employment_basis,employment_tier,bls_proxy_employment,wage_pool_proxy_tier,exposure,bottleneck,market_resilience,market_modifier,net_risk,risk_band,augmentation,augmentation_band,impact_type,structural_risk,structural_risk_band,transition_adjusted_risk,transition_adjusted_band,transition_adjusted_impact_type,realized_risk_proxy,adaptation_capacity,adaptation_buffer,demand_fragility,reallocation_capacity,profile,anthropic_calibrated,anthropic_gap,sol_match,jobs_in_demand_match,exposure_blend_strategy,exposure_agreement,exposure_source_count,exposure_source_weights,signal_conflict,signal_conflict_reasons,confidence_level,confidence_score,confidence_source_coverage,confidence_signal_agreement,confidence_sensitivity,structural_model_version,scoring_basis,baseline_v42_exposure,baseline_v42_net_risk,baseline_v42_risk_band,baseline_v42_augmentation,baseline_v42_impact_type,baseline_v43_exposure,baseline_v43_net_risk,baseline_v43_risk_band,baseline_v43_augmentation,baseline_v43_impact_type,match_quality,education_label,education_tier,pwm_covered,licensed_profession,foreign_worker_dependency,skillsfuture_eligible
33493,Crewing executive (ship),ASSOCIATE PROFESSIONALS AND TECHNICIANS,4377,3539,6167,8.9,8.9,estimated_sg_submajor,derived_from_official_sg,21.06,external_proxy,0.4507,0.4153,0.3233,0.8869,0.2337,moderate,0.0402,very_low,stable,0.2337,moderate,0.2139,moderate,stable,0.0571,0.4236,0.0847,0.0000,1.0000,balanced,true,0.0041,false,false,reliability_weighted,consensus_high,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,,high,0.8327,0.8200,0.9500,0.6500,V5,posterior_task_aware_v5,0.7775,0.4031,high,0.1044,at_risk,0.5438,0.2820,moderate,0.0730,at_risk,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
32143,Dental technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3032,2642,3649,1.4,1.4,estimated_sg_submajor,derived_from_official_sg,0.16,external_proxy,0.3979,0.8627,0.3192,0.8883,0.0488,very_low,0.0444,very_low,stable,0.0488,very_low,0.0457,very_low,stable,0.0102,0.3216,0.0643,0.0332,0.0961,shielded,true,-0.3235,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,medium,0.6451,1.0000,0.4500,0.6500,V5,posterior_task_aware_v5,0.2283,0.0278,very_low,0.0629,stable,0.2999,0.0366,very_low,0.0826,stable,direct,University Degree,external_proxy,false,false,false,false
31131,Electrical engineering technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4235,3081,5461,2.1,2.1,estimated_sg_submajor,derived_from_official_sg,0.83,external_proxy,0.3845,0.4305,0.4256,0.8511,0.1867,moderate,0.0350,very_low,stable,0.1867,moderate,0.1752,moderate,stable,0.0466,0.3059,0.0612,0.0100,0.0991,balanced,true,-0.0675,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,medium,0.6996,1.0000,0.8500,0.6500,V5,posterior_task_aware_v5,0.3499,0.1696,moderate,0.0641,stable,0.3302,0.1601,moderate,0.0605,stable,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
31182,Electrical/Electronics draughtsman,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3518,2400,4400,2.1,2.1,estimated_sg_submajor,derived_from_official_sg,0.26,external_proxy,0.5123,0.6337,0.3202,0.8879,0.1673,moderate,0.0536,very_low,stable,0.1673,moderate,0.1542,moderate,stable,0.0399,0.3917,0.0783,0.0221,0.6897,balanced,false,,false,false,reliability_weighted,aligned_mid,2,aioe:0.4745|ilo:0.5255,false,,medium,0.6655,0.5500,0.8500,0.6500,V5,posterior_task_aware_v5,0.3786,0.1231,low,0.0768,stable,0.4575,0.1488,low,0.0928,stable,submajor_fallback,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
31141,Electronics engineering technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4071,3287,5374,2.1,2.1,estimated_sg_submajor,derived_from_official_sg,0.63,external_proxy,0.3875,0.5089,0.3223,0.8872,0.1691,moderate,0.0313,very_low,stable,0.1691,moderate,0.1588,moderate,stable,0.0418,0.3064,0.0613,0.0100,0.0991,balanced,true,-0.2086,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,medium,0.6760,1.0000,0.4500,0.6500,V5,posterior_task_aware_v5,0.3621,0.1578,moderate,0.0594,stable,0.3378,0.1472,low,0.0554,stable,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
33330,Employment agent/Labour contractor,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4522,3084,7335,8.9,8.9,estimated_sg_submajor,derived_from_official_sg,1.45,external_proxy,0.7270,0.1337,0.5595,0.8042,0.5123,very_high,0.0512,very_low,at_risk,0.5123,very_high,0.4687,high,at_risk,0.1322,0.4259,0.0852,0.0646,0.6974,retooling,true,0.0064,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,true,high_risk_but_positive_labour_market|divergent_exposure_sources,medium,0.7564,1.0000,0.4500,0.6500,V5,posterior_task_aware_v5,0.7063,0.4921,high,0.0528,at_risk,0.7582,0.5282,very_high,0.0567,at_risk,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
32200,Enrolled/Assistant nurse (excluding registered nurse),ASSOCIATE PROFESSIONALS AND TECHNICIANS,4904,3344,6705,1.4,1.4,estimated_sg_submajor,derived_from_official_sg,15.95,external_proxy,0.3564,0.7558,0.5649,0.8023,0.0699,low,0.0553,very_low,stable,0.0699,low,0.0643,low,stable,0.0142,0.4006,0.0801,0.0039,0.8682,shielded,true,-0.0668,false,false,reliability_weighted,consensus_low,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,,high,0.8393,0.8200,0.9500,0.6500,V5,posterior_task_aware_v5,0.1659,0.0325,very_low,0.0708,stable,0.2276,0.0446,very_low,0.0972,stable,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
32571,Environmental inspector (environmental public health),ASSOCIATE PROFESSIONALS AND TECHNICIANS,7373,4794,10408,1.4,1.4,estimated_sg_submajor,derived_from_official_sg,2.72,external_proxy,0.4936,0.4581,0.4971,0.8260,0.2211,moderate,0.0569,very_low,stable,0.2211,moderate,0.2037,moderate,stable,0.0461,0.3945,0.0789,0.0045,0.9280,balanced,true,0.2179,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,high,0.8039,1.0000,0.4500,0.6500,V5,posterior_task_aware_v5,0.3549,0.1589,moderate,0.0808,stable,0.4359,0.1951,moderate,0.0993,stable,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
33320,Exhibition/Conference/Event planner (including wedding planner/coordinator),ASSOCIATE PROFESSIONALS AND TECHNICIANS,3740,3000,4861,8.9,8.9,estimated_sg_submajor,derived_from_official_sg,3.67,external_proxy,0.6630,0.5686,0.3081,0.8922,0.2565,moderate,0.0700,very_low,at_risk,0.2565,moderate,0.2369,moderate,stable,0.0613,0.3823,0.0765,0.0291,0.5459,balanced,true,-0.1517,false,false,reliability_weighted,consensus_high,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,high_risk_but_positive_labour_market,high,0.8789,1.0000,0.9500,0.6500,V5,posterior_task_aware_v5,0.7952,0.3060,high,0.1393,mixed,0.7151,0.2752,moderate,0.1253,mixed,direct,University Degree,external_proxy,false,false,false,false
33121,Financial markets back office administrator,ASSOCIATE PROFESSIONALS AND TECHNICIANS,5366,4000,6700,8.9,8.9,estimated_sg_submajor,derived_from_official_sg,2.54,external_proxy,0.6377,0.2050,0.4494,0.8427,0.4282,high,0.0517,very_low,at_risk,0.4282,high,0.3996,high,at_risk,0.0681,0.3335,0.0667,0.0124,0.5523,balanced,true,-0.1831,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,high_risk_but_positive_labour_market,high,0.8539,1.0000,0.8500,0.6500,V5,posterior_task_aware_v5,0.9081,0.6084,very_high,0.0837,at_risk,0.7049,0.4723,high,0.0649,at_risk,direct,University Degree,external_proxy,false,false,false,false
31711,Fire and safety inspector,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3810,2504,7464,2.1,2.1,estimated_sg_submajor,derived_from_official_sg,1.25,external_proxy,0.2413,0.7754,0.5245,0.8164,0.0443,very_low,0.0412,very_low,stable,0.0443,very_low,0.0406,very_low,stable,0.0104,0.4122,0.0824,0.0000,1.0000,shielded,true,-0.1203,false,false,reliability_weighted,consensus_low,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,,medium,0.6778,0.8200,0.9500,0.6500,V5,posterior_task_aware_v5,0.2344,0.0430,very_low,0.0953,stable,0.1916,0.0351,very_low,0.0779,stable,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
31593,Flight operations officer,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3778,2848,5200,2.1,2.1,estimated_sg_submajor,derived_from_official_sg,0.18,external_proxy,0.5066,0.6337,0.2956,0.8965,0.1678,moderate,0.0477,very_low,stable,0.1678,moderate,0.1561,moderate,stable,0.0408,0.3479,0.0696,0.0479,0.3954,balanced,false,,false,false,reliability_weighted,insufficient_data,1,aioe:1.0000,false,,low,0.3850,0.1000,0.2500,0.6500,V5,posterior_task_aware_v5,0.3182,0.1045,low,0.0596,stable,0.4284,0.1407,low,0.0803,stable,submajor_fallback,GCE O-Level / Secondary,external_proxy,false,false,false,false
31522,Harbour pilot,ASSOCIATE PROFESSIONALS AND TECHNICIANS,8833,7093,10052,2.1,2.1,estimated_sg_submajor,derived_from_official_sg,0.49,external_proxy,0.2139,0.7772,0.3443,0.8795,0.0419,very_low,0.0196,very_low,stable,0.0419,very_low,0.0388,very_low,stable,0.0103,0.3740,0.0748,0.0000,1.0000,shielded,true,0.0758,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8639,1.0000,0.8500,0.6500,V5,posterior_task_aware_v5,0.1523,0.0298,very_low,0.0408,stable,0.1384,0.0271,very_low,0.0370,stable,direct,GCE O-Level / Secondary,external_proxy,false,false,false,false
36203,Information technology trainer (extracurriculum),ASSOCIATE PROFESSIONALS AND TECHNICIANS,6119,4249,8550,6.5,6.5,estimated_sg_submajor,derived_from_official_sg,1.44,external_proxy,0.7801,0.3645,0.5784,0.7976,0.3957,high,0.1215,very_low,mixed,0.3957,high,0.3619,high,mixed,0.0850,0.4267,0.0853,0.0039,0.9766,retooling,false,,false,false,reliability_weighted,insufficient_data,1,aioe:1.0000,false,high_risk_but_positive_labour_market,medium,0.5375,0.1000,0.2500,0.8500,V5,posterior_task_aware_v5,0.9046,0.4585,high,0.1907,mixed,0.8576,0.4347,high,0.1808,mixed,direct,University Degree,external_proxy,false,false,false,false
31144,Instrumentation technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3626,2826,4580,2.1,2.1,estimated_sg_submajor,derived_from_official_sg,0.63,external_proxy,0.2929,0.5089,0.3812,0.8666,0.1246,low,0.0296,very_low,stable,0.1246,low,0.1141,low,stable,0.0300,0.4236,0.0847,0.0000,1.0000,shielded,true,-0.2086,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,medium,0.6760,1.0000,0.4500,0.6500,V5,posterior_task_aware_v5,0.3621,0.1541,moderate,0.0702,stable,0.2754,0.1172,low,0.0534,stable,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
33211,Insurance sales agent/broker (including independent financial planner),ASSOCIATE PROFESSIONALS AND TECHNICIANS,5780,4350,6887,8.9,8.9,estimated_sg_submajor,derived_from_official_sg,3.91,external_proxy,0.7490,0.0089,0.4473,0.8434,0.6297,very_high,0.0347,very_low,at_risk,0.6297,very_high,0.5758,very_high,at_risk,0.0423,0.4282,0.0856,0.0323,0.7725,retooling,true,-0.1154,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,high_risk_but_positive_labour_market,high,0.8639,1.0000,0.8500,0.6500,V5,posterior_task_aware_v5,0.8493,0.7099,very_high,0.0034,at_risk,0.8136,0.6801,very_high,0.0032,at_risk,direct,Polytechnic / ITE Diploma,external_proxy,false,partial,false,false
34321,Interior designer,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4700,3430,6000,2.6,2.6,estimated_sg_submajor,derived_from_official_sg,0.89,external_proxy,0.3536,0.1738,0.3719,0.8698,0.2541,moderate,0.0161,very_low,at_risk,0.2541,moderate,0.2348,moderate,stable,0.0764,0.3792,0.0758,0.0000,1.0000,balanced,true,-0.0276,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,true,high_risk_but_positive_labour_market|divergent_exposure_sources,medium,0.6700,1.0000,0.4500,0.4000,V5,posterior_task_aware_v5,0.4850,0.3486,high,0.0314,at_risk,0.3570,0.2565,moderate,0.0231,at_risk,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
33393,International market agent/representative (e.g. junket operator),ASSOCIATE PROFESSIONALS AND TECHNICIANS,9530,5124,19300,8.9,8.9,estimated_sg_submajor,derived_from_official_sg,18.37,external_proxy,0.7329,0.5027,0.6584,0.7696,0.2822,moderate,0.1518,very_low,mixed,0.2822,moderate,0.2591,moderate,mixed,0.0658,0.4090,0.0818,0.0331,0.7974,retooling,true,-0.0072,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,high_risk_but_positive_labour_market,high,0.8564,1.0000,0.8500,0.6500,V5,posterior_task_aware_v5,0.7773,0.2975,moderate,0.2572,mixed,0.7985,0.3056,high,0.2643,mixed,direct,University Degree,external_proxy,false,false,false,false
35121,IT Infrastructure technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4100,3200,5249,3.3,3.3,estimated_sg_submajor,derived_from_official_sg,6.72,external_proxy,0.6930,0.3449,0.3225,0.8871,0.4027,high,0.0593,very_low,at_risk,0.4027,high,0.3718,high,at_risk,0.0535,0.3838,0.0768,0.0000,0.5000,retooling,true,0.5887,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,true,high_risk_but_positive_labour_market|divergent_exposure_sources,medium,0.6639,1.0000,0.4500,0.6500,V5,posterior_ensemble_fallback_v5,0.7553,0.4389,high,0.0840,at_risk,0.7553,0.4389,high,0.0840,at_risk,submajor_fallback,University Degree,external_proxy,false,false,false,false
35122,IT security technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4542,3859,7000,3.3,3.3,estimated_sg_submajor,derived_from_official_sg,6.72,external_proxy,0.4512,0.3449,0.4957,0.8265,0.2443,moderate,0.0514,very_low,stable,0.2443,moderate,0.2235,moderate,stable,0.0593,0.4256,0.0851,0.0000,1.0000,balanced,true,0.5887,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,medium,0.6964,1.0000,0.4500,0.6500,V5,posterior_task_aware_v5,0.7553,0.4090,high,0.1291,mixed,0.5327,0.2884,moderate,0.0911,at_risk,submajor_fallback,University Degree,external_proxy,false,false,false,false
35123,IT support technician (including IT user helpdesk technician),ASSOCIATE PROFESSIONALS AND TECHNICIANS,5148,3760,7447,3.3,3.3,estimated_sg_submajor,derived_from_official_sg,6.72,external_proxy,0.6930,0.3449,0.4685,0.8360,0.3795,high,0.0861,very_low,at_risk,0.3795,high,0.3508,high,at_risk,0.0586,0.3783,0.0757,0.0000,0.5000,balanced,true,0.5887,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,true,high_risk_but_positive_labour_market|divergent_exposure_sources,medium,0.6639,1.0000,0.4500,0.6500,V5,posterior_ensemble_fallback_v5,0.7553,0.4137,high,0.1220,mixed,0.7553,0.4137,high,0.1220,mixed,submajor_fallback,University Degree,external_proxy,false,false,false,false
34342,Kitchen operations head/supervisor,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3949,3329,4000,2.6,2.6,estimated_sg_submajor,derived_from_official_sg,1.55,external_proxy,0.5937,0.7968,0.2687,0.9060,0.1102,low,0.0673,very_low,stable,0.1102,low,0.1021,low,stable,0.0266,0.3671,0.0734,0.0481,0.3945,shielded,true,-0.0483,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,high,0.8339,1.0000,0.4500,0.8500,V5,posterior_task_aware_v5,0.5376,0.0990,low,0.1151,stable,0.5694,0.1048,low,0.1219,ai_leveraged,direct,University Degree,external_proxy,false,false,false,false
31123,Land surveying technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3400,2560,5494,2.1,2.1,estimated_sg_submajor,derived_from_official_sg,0.57,external_proxy,0.6255,0.7077,0.3842,0.8655,0.1593,moderate,0.0976,very_low,stable,0.1593,moderate,0.1457,low,stable,0.0369,0.4275,0.0855,0.0379,0.8183,shielded,true,-0.1078,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.7130,1.0000,0.8500,0.6500,V5,posterior_task_aware_v5,0.4633,0.1172,low,0.1260,ai_leveraged,0.6021,0.1523,moderate,0.1637,ai_leveraged,direct,University Degree,external_proxy,false,false,false,false
31602,Landscape operations officer,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3325,2830,3903,2.1,2.1,estimated_sg_submajor,derived_from_official_sg,14.13,external_proxy,0.4727,0.8725,0.3302,0.8844,0.0538,low,0.0607,very_low,stable,0.0538,low,0.0500,low,stable,0.0127,0.3480,0.0696,0.0479,0.3954,shielded,true,0.3696,false,false,reliability_weighted,divergent,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,true,divergent_exposure_sources|low_risk_but_high_observed_usage,medium,0.5879,0.8200,0.4500,0.6500,V5,posterior_task_aware_v5,0.2303,0.0260,very_low,0.0664,stable,0.3732,0.0421,very_low,0.1075,stable,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
36201,Language instructor (extracurriculum),ASSOCIATE PROFESSIONALS AND TECHNICIANS,4329,3905,4900,6.5,6.5,estimated_sg_submajor,derived_from_official_sg,1.44,external_proxy,0.7451,0.3645,0.4012,0.8596,0.4081,high,0.0802,very_low,at_risk,0.4081,high,0.3740,high,at_risk,0.0889,0.4181,0.0836,0.0146,0.8619,balanced,false,,false,false,reliability_weighted,insufficient_data,1,aioe:1.0000,false,high_risk_but_positive_labour_market,medium,0.5150,0.1000,0.2500,0.6500,V5,posterior_task_aware_v5,0.9046,0.4942,high,0.1323,mixed,0.8057,0.4401,high,0.1178,at_risk,direct,University Degree,external_proxy,false,false,false,false
34110,Legal associate professional (e.g. paralegal),ASSOCIATE PROFESSIONALS AND TECHNICIANS,4557,3535,7200,2.6,2.6,estimated_sg_submajor,derived_from_official_sg,5.73,external_proxy,0.6707,0.0472,0.4453,0.8442,0.5456,very_high,0.0311,very_low,at_risk,0.5456,very_high,0.5119,very_high,at_risk,0.1348,0.3085,0.0617,0.0636,0.1123,retooling,true,-0.0067,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,high_risk_but_positive_labour_market,high,0.8639,1.0000,0.8500,0.6500,V5,posterior_task_aware_v5,0.7815,0.6286,very_high,0.0164,at_risk,0.6653,0.5351,very_high,0.0140,at_risk,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
34331,Library officer,ASSOCIATE PROFESSIONALS AND TECHNICIANS,2936,2300,3312,2.6,2.6,estimated_sg_submajor,derived_from_official_sg,1.33,external_proxy,0.5161,0.7629,0.3253,0.8861,0.1087,low,0.0676,very_low,stable,0.1087,low,0.1003,low,stable,0.0257,0.3874,0.0775,0.0136,0.6249,shielded,true,-0.6444,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,high,0.8339,1.0000,0.4500,0.8500,V5,posterior_task_aware_v5,0.5456,0.1146,low,0.1354,ai_leveraged,0.5110,0.1074,low,0.1268,ai_leveraged,direct,University Degree,external_proxy,false,false,false,false
31132,Lift technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4374,3207,5669,2.1,2.1,estimated_sg_submajor,derived_from_official_sg,0.83,external_proxy,0.3927,0.4305,0.3745,0.8689,0.1943,moderate,0.0401,very_low,stable,0.1943,moderate,0.1803,moderate,stable,0.0496,0.3616,0.0723,0.0000,0.5000,balanced,true,-0.0675,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,medium,0.6996,1.0000,0.8500,0.6500,V5,posterior_ensemble_fallback_v5,0.3499,0.1732,moderate,0.0564,stable,0.3499,0.1732,moderate,0.0564,stable,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
31595,Load control officer (aircraft),ASSOCIATE PROFESSIONALS AND TECHNICIANS,4229,3335,4797,2.1,2.1,estimated_sg_submajor,derived_from_official_sg,0.18,external_proxy,0.5666,0.6337,0.2545,0.9109,0.1895,moderate,0.0546,very_low,stable,0.1895,moderate,0.1735,moderate,stable,0.0449,0.4223,0.0845,0.0117,0.9370,balanced,false,,false,false,reliability_weighted,insufficient_data,1,aioe:1.0000,false,,low,0.3850,0.1000,0.2500,0.6500,V5,posterior_task_aware_v5,0.3182,0.1062,low,0.0513,stable,0.5090,0.1699,moderate,0.0821,stable,submajor_fallback,GCE O-Level / Secondary,external_proxy,false,false,false,false
33461,Logistics/Production planner,ASSOCIATE PROFESSIONALS AND TECHNICIANS,4282,3331,5815,8.9,8.9,estimated_sg_submajor,derived_from_official_sg,4.8,external_proxy,0.6437,0.4643,0.3460,0.8789,0.3035,high,0.0668,very_low,at_risk,0.3035,high,0.2788,moderate,at_risk,0.0427,0.4072,0.0814,0.0081,0.8908,balanced,true,-0.024,false,false,reliability_weighted,consensus_high,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,high_risk_but_positive_labour_market,medium,0.6852,0.8200,0.9500,0.6500,V5,posterior_task_aware_v5,0.7333,0.3452,high,0.1178,at_risk,0.6649,0.3131,high,0.1068,at_risk,direct,University Degree,external_proxy,false,false,false,false
31153,Machining/Tooling technician,ASSOCIATE PROFESSIONALS AND TECHNICIANS,3641,2695,4900,2.1,2.1,estimated_sg_submajor,derived_from_official_sg,0.58,external_proxy,0.4287,0.4884,0.3392,0.8813,0.1933,moderate,0.0454,very_low,stable,0.1933,moderate,0.1791,moderate,stable,0.0489,0.3661,0.0732,0.0000,0.5000,balanced,true,0.2547,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,high,0.8039,1.0000,0.4500,0.6500,V5,posterior_ensemble_fallback_v5,0.3928,0.1771,moderate,0.0651,stable,0.3928,0.1771,moderate,0.0651,stable,direct,Polytechnic / ITE Diploma,external_proxy,false,false,false,false
33462,Maintenance planner,ASSOCIATE PROFESSIONALS AND TECHNICIANS,6540,4475,8740,8.9,8.9,estimated_sg_submajor,derived_from_official_sg,4.8,external_proxy,0.5435,0.4643,0.4396,0.8462,0.2471,moderate,0.0642,very_low,stable,0.2471,moderate,0.2321,moderate,stable,0.0609,0.3034,0.0607,0.0177,0.0975,balanced,true,-0.024,false,false,reliability_weighted,consensus_high,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,,medium,0.6852,0.8200,0.9500,0.6500,V5,posterior_task_aware_v5,0.7333,0.3323,high,0.1497,mixed,0.5697,0.2582,moderate,0.1163,at_risk,direct,University Degree,external_proxy,false,false,false,false
