ssoc,title,major_group,gross_wage_median,gross_wage_25th,gross_wage_75th,estimated_sg_employment_thousands,employment_thousands,employment_basis,employment_tier,bls_proxy_employment,wage_pool_proxy_tier,exposure,bottleneck,market_resilience,market_modifier,net_risk,risk_band,augmentation,augmentation_band,impact_type,structural_risk,structural_risk_band,transition_adjusted_risk,transition_adjusted_band,transition_adjusted_impact_type,realized_risk_proxy,adaptation_capacity,adaptation_buffer,demand_fragility,reallocation_capacity,profile,anthropic_calibrated,anthropic_gap,sol_match,jobs_in_demand_match,exposure_blend_strategy,exposure_agreement,exposure_source_count,exposure_source_weights,signal_conflict,signal_conflict_reasons,confidence_level,confidence_score,confidence_source_coverage,confidence_signal_agreement,confidence_sensitivity,structural_model_version,scoring_basis,baseline_v42_exposure,baseline_v42_net_risk,baseline_v42_risk_band,baseline_v42_augmentation,baseline_v42_impact_type,baseline_v43_exposure,baseline_v43_net_risk,baseline_v43_risk_band,baseline_v43_augmentation,baseline_v43_impact_type,match_quality,education_label,education_tier,pwm_covered,licensed_profession,foreign_worker_dependency,skillsfuture_eligible
53113,Child/After school care centre worker,SERVICE AND SALES WORKERS,2648,1750,4373,3.3,3.3,estimated_sg_submajor,derived_from_official_sg,8.64,external_proxy,0.2996,0.3930,0.6738,0.7642,0.1390,low,0.0390,very_low,stable,0.1390,low,0.1310,low,stable,0.0316,0.2901,0.0580,0.0025,0.1051,shielded,true,0.0897,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8564,1.0000,0.8500,0.6500,V5,posterior_task_aware_v5,0.2016,0.0935,low,0.0534,stable,0.2302,0.1068,low,0.0610,stable,direct,GCE O-Level / Secondary,external_proxy,false,false,moderate,true
51201,Cook (e.g. commis cook 2/3),SERVICE AND SALES WORKERS,2028,1500,2955,3.3,3.3,estimated_sg_submajor,derived_from_official_sg,11.66,external_proxy,0.2787,0.3342,0.4982,0.8256,0.1532,moderate,0.0361,very_low,stable,0.1532,moderate,0.1421,low,stable,0.0174,0.3636,0.0727,0.0000,0.5000,shielded,true,0.2222,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,medium,0.6541,1.0000,0.4500,0.6500,V5,posterior_ensemble_fallback_v5,0.2626,0.1444,low,0.0437,stable,0.2626,0.1444,low,0.0437,stable,direct,GCE O-Level / Secondary,external_proxy,true,false,moderate,true
53203,Dental aide/assistant,SERVICE AND SALES WORKERS,2700,2300,3272,3.3,3.3,estimated_sg_submajor,derived_from_official_sg,5.2,external_proxy,0.4061,0.3298,0.4359,0.8474,0.2320,moderate,0.0375,very_low,stable,0.2320,moderate,0.2176,moderate,stable,0.0281,0.3096,0.0619,0.0332,0.0961,balanced,true,0.1105,false,false,reliability_weighted,aligned_mid,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,,medium,0.6493,0.8200,0.8500,0.6500,V5,posterior_task_aware_v5,0.3411,0.1937,moderate,0.0490,stable,0.3696,0.2099,moderate,0.0531,stable,direct,Polytechnic / ITE Diploma,external_proxy,false,false,moderate,true
51950,Driving instructor/tester,SERVICE AND SALES WORKERS,3342,2970,3818,3.3,3.3,estimated_sg_submajor,derived_from_official_sg,3.23,external_proxy,0.4404,0.5954,0.5533,0.8064,0.1438,low,0.0669,very_low,stable,0.1438,low,0.1321,low,stable,0.0348,0.4071,0.0814,0.0039,0.9766,shielded,true,0.1364,false,false,reliability_weighted,consensus_low,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,,high,0.8318,0.8200,0.9500,0.6500,V5,posterior_task_aware_v5,0.0552,0.0180,very_low,0.0182,stable,0.3063,0.0999,low,0.1009,stable,direct,Polytechnic / ITE Diploma,external_proxy,true,false,moderate,true
53115,Educarer,SERVICE AND SALES WORKERS,3391,3090,3968,3.3,3.3,estimated_sg_submajor,derived_from_official_sg,8.64,external_proxy,0.2445,0.3930,0.4672,0.8365,0.1241,low,0.0295,very_low,stable,0.1241,low,0.1156,low,stable,0.0292,0.3436,0.0687,0.0000,0.5000,shielded,true,0.0897,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8639,1.0000,0.8500,0.6500,V5,posterior_ensemble_fallback_v5,0.2016,0.1024,low,0.0370,stable,0.2016,0.1024,low,0.0370,stable,direct,GCE O-Level / Secondary,external_proxy,false,false,moderate,true
52492,Food service counter attendant,SERVICE AND SALES WORKERS,1939,1400,2495,11.8,11.8,estimated_sg_submajor,derived_from_official_sg,1.07,external_proxy,0.4291,0.0668,0.4816,0.8314,0.3348,high,0.0202,very_low,at_risk,0.3348,high,0.3149,high,at_risk,0.0790,0.2974,0.0595,0.0311,0.1030,retooling,false,,false,false,reliability_weighted,insufficient_data,1,aioe:1.0000,false,high_risk_but_positive_labour_market,low,0.3850,0.1000,0.2500,0.6500,V5,posterior_task_aware_v5,0.4572,0.3547,high,0.0147,at_risk,0.4064,0.3153,high,0.0131,at_risk,submajor_fallback,GCE O-Level / Secondary,external_proxy,true,false,moderate,true
51411,Hair stylist/Hairdresser,SERVICE AND SALES WORKERS,3756,2915,4773,3.3,3.3,estimated_sg_submajor,derived_from_official_sg,2.84,external_proxy,0.3632,0.4492,0.5933,0.7923,0.1595,moderate,0.0437,very_low,stable,0.1595,moderate,0.1498,low,stable,0.0361,0.3039,0.0608,0.0360,0.0988,shielded,true,0.1955,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8435,1.0000,0.8500,0.6500,V5,posterior_task_aware_v5,0.1809,0.0789,low,0.0482,stable,0.2522,0.1101,low,0.0672,stable,direct,Polytechnic / ITE Diploma,external_proxy,true,false,moderate,true
53201,Healthcare assistant (e.g. therapy aide/assistant),SERVICE AND SALES WORKERS,2432,2084,2870,3.3,3.3,estimated_sg_submajor,derived_from_official_sg,5.2,external_proxy,0.5164,0.3298,0.4017,0.8594,0.2981,moderate,0.0552,very_low,at_risk,0.2981,moderate,0.2722,moderate,at_risk,0.0348,0.4335,0.0867,0.0122,0.9223,retooling,true,0.1105,false,false,reliability_weighted,aligned_mid,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,high_risk_but_positive_labour_market,medium,0.6493,0.8200,0.8500,0.6500,V5,posterior_task_aware_v5,0.3411,0.1965,moderate,0.0452,stable,0.5189,0.2989,moderate,0.0687,at_risk,direct,Polytechnic / ITE Diploma,external_proxy,false,false,moderate,true
51502,House steward,SERVICE AND SALES WORKERS,5287,4538,6049,3.3,3.3,estimated_sg_submajor,derived_from_official_sg,2.16,external_proxy,0.2701,0.8209,0.5805,0.7968,0.0385,very_low,0.0768,very_low,stable,0.0385,very_low,0.0354,very_low,stable,0.0081,0.4126,0.0825,0.0000,1.0000,shielded,true,0.4029,false,false,reliability_weighted,divergent,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,true,divergent_exposure_sources|low_risk_but_high_observed_usage,medium,0.6958,0.8200,0.4500,0.6500,V5,posterior_task_aware_v5,0.3515,0.0502,low,0.1675,ai_leveraged,0.2912,0.0416,very_low,0.1388,ai_leveraged,direct,Polytechnic / ITE Diploma,external_proxy,true,false,moderate,true
51501,Housekeeper (hotels and other establishments),SERVICE AND SALES WORKERS,3233,2312,4606,3.3,3.3,estimated_sg_submajor,derived_from_official_sg,2.16,external_proxy,0.4547,0.8209,0.6101,0.7865,0.0644,low,0.1152,very_low,stable,0.0644,low,0.0593,low,stable,0.0134,0.3983,0.0797,0.0303,0.5496,shielded,true,0.4029,false,false,reliability_weighted,divergent,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,true,divergent_exposure_sources|low_risk_but_high_observed_usage,medium,0.6958,0.8200,0.4500,0.6500,V5,posterior_task_aware_v5,0.3515,0.0495,very_low,0.1760,ai_leveraged,0.4001,0.0564,low,0.2004,ai_leveraged,direct,Polytechnic / ITE Diploma,external_proxy,true,false,moderate,true
51503,Housekeeping matron,SERVICE AND SALES WORKERS,3491,3150,5427,3.3,3.3,estimated_sg_submajor,derived_from_official_sg,2.16,external_proxy,0.2706,0.8209,0.6258,0.7810,0.0379,very_low,0.0830,very_low,stable,0.0379,very_low,0.0345,very_low,stable,0.0078,0.4372,0.0874,0.0000,1.0000,shielded,true,0.4029,false,false,reliability_weighted,divergent,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,true,divergent_exposure_sources|low_risk_but_high_observed_usage,medium,0.6958,0.8200,0.4500,0.6500,V5,posterior_task_aware_v5,0.3515,0.0492,very_low,0.1805,ai_leveraged,0.2918,0.0408,very_low,0.1499,ai_leveraged,direct,Polytechnic / ITE Diploma,external_proxy,true,false,moderate,true
54193,Insurance investigator,SERVICE AND SALES WORKERS,6125,4697,6727,5.8,5.8,estimated_sg_submajor,derived_from_official_sg,0.73,external_proxy,0.4950,0.3832,0.5147,0.8199,0.2542,moderate,0.0605,very_low,at_risk,0.2542,moderate,0.2405,moderate,stable,0.0588,0.2680,0.0536,0.0852,0.1030,balanced,true,0.1195,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,true,high_risk_but_positive_labour_market|divergent_exposure_sources,medium,0.7639,1.0000,0.4500,0.6500,V5,posterior_task_aware_v5,0.3731,0.1886,moderate,0.0736,stable,0.4338,0.2194,moderate,0.0856,stable,direct,GCE O-Level / Secondary,external_proxy,true,false,moderate,true
51942,"Keeper/Trainer in zoological, bird and aquatic parks",SERVICE AND SALES WORKERS,2803,2552,3387,3.3,3.3,estimated_sg_submajor,derived_from_official_sg,3.42,external_proxy,0.3434,0.0695,0.5247,0.8163,0.2623,moderate,0.0117,very_low,at_risk,0.2623,moderate,0.2455,moderate,stable,0.0719,0.3204,0.0641,0.0297,0.0883,balanced,true,0.0312,false,false,reliability_weighted,aligned_mid,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,high_risk_but_positive_labour_market,high,0.8168,0.8200,0.8500,0.6500,V5,posterior_task_aware_v5,0.1839,0.1397,low,0.0067,stable,0.2319,0.1762,moderate,0.0085,stable,direct,No formal education,external_proxy,true,false,moderate,true
54150,Lifeguard,SERVICE AND SALES WORKERS,2790,2586,3200,5.8,5.8,estimated_sg_submajor,derived_from_official_sg,1.3,external_proxy,0.2159,0.5312,0.5123,0.8207,0.0831,low,0.0284,very_low,stable,0.0831,low,0.0762,low,stable,0.0182,0.4124,0.0825,0.0000,1.0000,shielded,true,-0.074,false,false,reliability_weighted,consensus_low,2,aioe:0.4780|anthropic:0.5220,false,,medium,0.7749,0.5500,0.9500,0.6500,V5,posterior_task_aware_v5,0.1717,0.0661,low,0.0467,stable,0.1760,0.0677,low,0.0479,stable,direct,GCE O-Level / Secondary,external_proxy,true,false,moderate,true
51422,Manicurist,SERVICE AND SALES WORKERS,2100,1400,3000,3.3,3.3,estimated_sg_submajor,derived_from_official_sg,0.45,external_proxy,0.3347,0.4073,0.5519,0.8068,0.1608,moderate,0.0314,very_low,stable,0.1608,moderate,0.1510,moderate,stable,0.0365,0.3061,0.0612,0.0270,0.0988,balanced,true,-0.0927,false,false,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8145,1.0000,0.9500,0.6500,V5,posterior_task_aware_v5,0.1495,0.0715,low,0.0336,stable,0.2094,0.1001,low,0.0471,stable,direct,Polytechnic / ITE Diploma,external_proxy,true,false,moderate,true
51491,Masseur (non-medical) (including foot reflexologist),SERVICE AND SALES WORKERS,1600,1550,1945,3.3,3.3,estimated_sg_submajor,derived_from_official_sg,1.16,external_proxy,0.2055,0.2380,0.3674,0.8714,0.1365,low,0.0095,very_low,stable,0.1365,low,0.1252,low,stable,0.0162,0.4131,0.0826,0.0000,1.0000,shielded,true,0.016,false,false,reliability_weighted,consensus_low,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,,medium,0.5518,0.8200,0.9500,0.4000,V5,posterior_task_aware_v5,0.1301,0.0864,low,0.0114,stable,0.1489,0.0989,low,0.0130,stable,direct,Polytechnic / ITE Diploma,external_proxy,true,false,moderate,true
53202,Nursing aide/assistant,SERVICE AND SALES WORKERS,3000,2432,3381,3.3,3.3,estimated_sg_submajor,derived_from_official_sg,5.2,external_proxy,0.2690,0.3298,0.4524,0.8417,0.1517,moderate,0.0286,very_low,stable,0.1517,moderate,0.1394,low,stable,0.0339,0.4042,0.0808,0.0000,1.0000,shielded,true,0.1105,false,false,reliability_weighted,aligned_mid,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,,medium,0.6493,0.8200,0.8500,0.6500,V5,posterior_task_aware_v5,0.3411,0.1924,moderate,0.0509,stable,0.2862,0.1615,moderate,0.0427,stable,direct,Polytechnic / ITE Diploma,external_proxy,false,false,moderate,true
52491,Petrol station attendant,SERVICE AND SALES WORKERS,2165,1870,3453,11.8,11.8,estimated_sg_submajor,derived_from_official_sg,1.07,external_proxy,0.4131,0.0668,0.5529,0.8065,0.3123,high,0.0221,very_low,at_risk,0.3123,high,0.2940,moderate,at_risk,0.0737,0.2922,0.0584,0.0249,0.1030,balanced,false,,false,false,reliability_weighted,insufficient_data,1,aioe:1.0000,false,high_risk_but_positive_labour_market,low,0.3775,0.1000,0.2500,0.6500,V5,posterior_task_aware_v5,0.4572,0.3441,high,0.0169,at_risk,0.3992,0.3004,high,0.0147,at_risk,submajor_fallback,GCE O-Level / Secondary,external_proxy,true,false,moderate,true
54144,Private security officer,SERVICE AND SALES WORKERS,2748,2250,2971,5.8,5.8,estimated_sg_submajor,derived_from_official_sg,11,external_proxy,0.2180,0.4002,0.5462,0.8088,0.1058,low,0.0237,very_low,stable,0.1058,low,0.0968,low,stable,0.0221,0.4229,0.0846,0.0000,1.0000,shielded,true,-0.0802,false,exact,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8639,1.0000,0.9500,0.4000,V5,posterior_task_aware_v5,0.1632,0.0792,low,0.0357,stable,0.1716,0.0832,low,0.0375,stable,direct,GCE O-Level / Secondary,external_proxy,true,false,moderate,true
51121,Rail station service assistant,SERVICE AND SALES WORKERS,2810,1500,3312,3.3,3.3,estimated_sg_submajor,derived_from_official_sg,0.09,external_proxy,0.2384,0.3494,0.6172,0.7840,0.1216,low,0.0304,very_low,stable,0.1216,low,0.1111,low,stable,0.0275,0.4323,0.0865,0.0000,1.0000,shielded,true,-0.0134,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,medium,0.7639,1.0000,0.8500,0.6500,V5,posterior_task_aware_v5,0.2306,0.1176,low,0.0497,stable,0.2163,0.1103,low,0.0466,stable,submajor_fallback,GCE O-Level / Secondary,external_proxy,true,false,moderate,true
52421,Sales demonstrator,SERVICE AND SALES WORKERS,2550,1750,4216,11.8,11.8,estimated_sg_submajor,derived_from_official_sg,0.06,external_proxy,0.4110,0.0009,0.6083,0.7871,0.3260,high,0.0165,very_low,at_risk,0.3260,high,0.3064,high,at_risk,0.0884,0.3016,0.0603,0.0489,0.1015,retooling,true,0.0713,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,true,high_risk_but_positive_labour_market|divergent_exposure_sources,medium,0.7639,1.0000,0.4500,0.6500,V5,posterior_task_aware_v5,0.2785,0.2190,moderate,0.0002,stable,0.3489,0.2744,moderate,0.0002,at_risk,direct,No formal education,external_proxy,true,false,moderate,true
52201,Sales supervisor,SERVICE AND SALES WORKERS,3220,2532,4080,11.8,11.8,estimated_sg_submajor,derived_from_official_sg,23.4,external_proxy,0.5079,0.2148,0.5486,0.8080,0.3251,high,0.0525,very_low,at_risk,0.3251,high,0.3053,high,at_risk,0.0855,0.3041,0.0608,0.0489,0.1015,balanced,true,0.4795,false,false,reliability_weighted,divergent,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,true,high_risk_but_positive_labour_market|divergent_exposure_sources,medium,0.6998,0.8200,0.4500,0.6500,V5,posterior_task_aware_v5,0.5904,0.3746,high,0.0696,at_risk,0.5427,0.3443,high,0.0640,at_risk,direct,GCE O-Level / Secondary,external_proxy,true,false,moderate,true
52422,Salesperson (door-to-door),SERVICE AND SALES WORKERS,3811,1600,7900,11.8,11.8,estimated_sg_submajor,derived_from_official_sg,0.06,external_proxy,0.5099,0.0009,0.7065,0.7527,0.3873,high,0.0297,very_low,at_risk,0.3873,high,0.3575,high,at_risk,0.1047,0.3840,0.0768,0.0550,0.6976,retooling,true,0.0713,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,true,high_risk_but_positive_labour_market|divergent_exposure_sources,medium,0.7639,1.0000,0.4500,0.6500,V5,posterior_task_aware_v5,0.2785,0.2094,moderate,0.0002,stable,0.4651,0.3498,high,0.0003,at_risk,direct,No formal education,external_proxy,true,false,moderate,true
54142,Security supervisor,SERVICE AND SALES WORKERS,3236,2750,3450,5.8,5.8,estimated_sg_submajor,derived_from_official_sg,11,external_proxy,0.2192,0.4002,0.5360,0.8124,0.1068,low,0.0236,very_low,stable,0.1068,low,0.0979,low,stable,0.0224,0.4166,0.0833,0.0000,1.0000,shielded,true,-0.0802,false,prefix,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8489,1.0000,0.9500,0.4000,V5,posterior_task_aware_v5,0.1632,0.0795,low,0.0350,stable,0.1742,0.0849,low,0.0374,stable,direct,GCE O-Level / Secondary,external_proxy,true,false,moderate,true
51202,"Senior cook (e.g. station chef, commis cook 1, station cook)",SERVICE AND SALES WORKERS,3425,2678,4297,3.3,3.3,estimated_sg_submajor,derived_from_official_sg,11.66,external_proxy,0.2787,0.3342,0.5378,0.8118,0.1506,moderate,0.0390,very_low,stable,0.1506,moderate,0.1398,low,stable,0.0187,0.3579,0.0716,0.0000,0.5000,shielded,true,0.2222,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,medium,0.6541,1.0000,0.4500,0.6500,V5,posterior_ensemble_fallback_v5,0.2626,0.1419,low,0.0472,stable,0.2626,0.1419,low,0.0472,stable,direct,GCE O-Level / Secondary,external_proxy,true,false,moderate,true
54143,Senior private security officer,SERVICE AND SALES WORKERS,3082,2950,3366,5.8,5.8,estimated_sg_submajor,derived_from_official_sg,11,external_proxy,0.2193,0.4002,0.5545,0.8059,0.1060,low,0.0243,very_low,stable,0.1060,low,0.0971,low,stable,0.0222,0.4195,0.0839,0.0000,1.0000,shielded,true,-0.0802,false,exact,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8639,1.0000,0.9500,0.4000,V5,posterior_task_aware_v5,0.1632,0.0789,low,0.0362,stable,0.1742,0.0842,low,0.0386,stable,direct,GCE O-Level / Secondary,external_proxy,true,false,moderate,true
54141,Senior security supervisor,SERVICE AND SALES WORKERS,3720,3346,4249,5.8,5.8,estimated_sg_submajor,derived_from_official_sg,11,external_proxy,0.2193,0.4002,0.5932,0.7924,0.1042,low,0.0262,very_low,stable,0.1042,low,0.0958,low,stable,0.0219,0.4046,0.0809,0.0000,1.0000,shielded,true,-0.0802,false,prefix,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8489,1.0000,0.9500,0.4000,V5,posterior_task_aware_v5,0.1632,0.0776,low,0.0388,stable,0.1748,0.0831,low,0.0415,stable,direct,GCE O-Level / Secondary,external_proxy,true,false,moderate,true
52202,Shop sales assistant,SERVICE AND SALES WORKERS,2359,1600,2800,11.8,11.8,estimated_sg_submajor,derived_from_official_sg,23.4,external_proxy,0.5086,0.2148,0.4928,0.8275,0.3334,high,0.0476,very_low,at_risk,0.3334,high,0.3119,high,at_risk,0.0458,0.3221,0.0644,0.0489,0.1015,retooling,true,0.4795,false,false,reliability_weighted,divergent,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,true,high_risk_but_positive_labour_market|divergent_exposure_sources,medium,0.6998,0.8200,0.4500,0.6500,V5,posterior_task_aware_v5,0.5904,0.3836,high,0.0625,at_risk,0.5433,0.3530,high,0.0575,at_risk,direct,GCE O-Level / Secondary,external_proxy,true,false,moderate,true
51492,Slimming consultant,SERVICE AND SALES WORKERS,4081,3115,5621,3.3,3.3,estimated_sg_submajor,derived_from_official_sg,1.16,external_proxy,0.2005,0.2380,0.6334,0.7783,0.1189,low,0.0180,very_low,stable,0.1189,low,0.1109,low,stable,0.0281,0.3376,0.0675,0.0000,0.5000,shielded,true,0.016,false,false,reliability_weighted,consensus_low,3,aioe:0.3193|anthropic:0.3486|eloundou:0.3321,false,,medium,0.5518,0.8200,0.9500,0.4000,V5,posterior_ensemble_fallback_v5,0.1301,0.0771,low,0.0196,stable,0.1301,0.0771,low,0.0196,stable,direct,Polytechnic / ITE Diploma,external_proxy,true,false,moderate,true
53120,Teacher aide,SERVICE AND SALES WORKERS,2500,2200,3130,3.3,3.3,estimated_sg_submajor,derived_from_official_sg,0,external_proxy,0.3253,0.4189,0.4227,0.8521,0.1611,moderate,0.0459,very_low,stable,0.1611,moderate,0.1503,moderate,stable,0.0418,0.3344,0.0669,0.0000,0.5000,balanced,false,,false,false,reliability_weighted,divergent,2,aioe:0.4745|ilo:0.5255,false,divergent_exposure_sources,medium,0.7055,0.5500,0.4500,0.6500,V5,posterior_ensemble_fallback_v5,0.3461,0.1714,moderate,0.0613,stable,0.3461,0.1714,moderate,0.0613,stable,direct,Polytechnic / ITE Diploma,external_proxy,false,false,moderate,true
52440,Telemarketer,SERVICE AND SALES WORKERS,4072,2900,5000,11.8,11.8,estimated_sg_submajor,derived_from_official_sg,0.59,external_proxy,0.7046,0.0107,0.5972,0.7910,0.5572,very_high,0.0457,very_low,at_risk,0.5572,very_high,0.5144,very_high,at_risk,0.1303,0.3841,0.0768,0.0582,0.7381,balanced,true,0.0708,false,false,reliability_weighted,aligned_mid,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,high_risk_but_positive_labour_market,high,0.8639,1.0000,0.8500,0.6500,V5,posterior_task_aware_v5,0.8910,0.6972,very_high,0.0057,at_risk,0.8527,0.6673,very_high,0.0054,at_risk,direct,GCE O-Level / Secondary,external_proxy,true,false,moderate,true
51131,Tour guide,SERVICE AND SALES WORKERS,2881,2525,3857,3.3,3.3,estimated_sg_submajor,derived_from_official_sg,0,external_proxy,0.3662,0.6533,0.5650,0.8022,0.1019,low,0.0788,very_low,stable,0.1019,low,0.0956,low,stable,0.0222,0.3085,0.0617,0.0042,0.0864,shielded,false,,false,false,reliability_weighted,aligned_mid,3,aioe:0.3177|eloundou:0.3305|ilo:0.3518,false,,high,0.7764,0.8200,0.8500,0.8500,V5,posterior_task_aware_v5,0.4294,0.1194,low,0.1585,ai_leveraged,0.3718,0.1034,low,0.1372,ai_leveraged,direct,Polytechnic / ITE Diploma,external_proxy,true,false,moderate,true
51931,Undertaker,SERVICE AND SALES WORKERS,4137,3000,4735,3.3,3.3,estimated_sg_submajor,derived_from_official_sg,0.24,external_proxy,0.2269,0.9162,0.6231,0.7819,0.0149,very_low,0.0614,very_low,stable,0.0149,very_low,0.0136,very_low,stable,0.0031,0.4164,0.0833,0.0000,1.0000,shielded,true,-0.1257,false,false,reliability_weighted,consensus_low,2,aioe:0.4780|anthropic:0.5220,false,,medium,0.8049,0.5500,0.9500,0.8500,V5,posterior_task_aware_v5,0.1964,0.0129,very_low,0.1122,stable,0.1970,0.0129,very_low,0.1125,stable,direct,Polytechnic / ITE Diploma,external_proxy,true,false,moderate,true
51312,Waiter,SERVICE AND SALES WORKERS,1565,1400,2099,3.3,3.3,estimated_sg_submajor,derived_from_official_sg,6.6,external_proxy,0.2303,0.0365,0.4175,0.8539,0.1895,moderate,0.0064,very_low,stable,0.1895,moderate,0.1737,moderate,stable,0.0417,0.4162,0.0832,0.0000,1.0000,balanced,true,-0.0374,false,prefix,reliability_weighted,consensus_low,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,,high,0.8650,1.0000,0.9500,0.6500,V5,posterior_task_aware_v5,0.1981,0.1630,moderate,0.0030,stable,0.1981,0.1630,moderate,0.0030,stable,direct,GCE O-Level / Secondary,external_proxy,true,false,moderate,true
62212,Aquarium fish farm worker,AGRICULTURAL AND FISHERY WORKERS,3630,3165,4069,2.7,2.7,estimated_sg_submajor,derived_from_official_sg,0,external_proxy,0.1990,0.3547,0.5530,0.8064,0.1036,low,0.0147,very_low,stable,0.1036,low,0.0957,low,stable,0.0110,0.3810,0.0762,0.0000,1.0000,shielded,false,,false,false,reliability_weighted,consensus_low,2,aioe:0.4745|ilo:0.5255,false,,medium,0.8030,0.5500,0.9500,0.8500,V5,posterior_task_aware_v5,0.1068,0.0556,low,0.0210,stable,0.1400,0.0728,low,0.0275,stable,direct,No formal education,external_proxy,false,false,false,false
61133,Gardener and horticultural worker,AGRICULTURAL AND FISHERY WORKERS,1800,1750,1900,1.4,1.4,estimated_sg_submajor,derived_from_official_sg,27.3,external_proxy,0.1998,0.3806,0.3935,0.8623,0.1067,low,0.0235,very_low,stable,0.1067,low,0.0997,low,stable,0.0119,0.3307,0.0661,0.0000,0.5000,shielded,true,-0.2638,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,high,0.8264,1.0000,0.4500,0.8500,V5,posterior_ensemble_fallback_v5,0.2366,0.1264,low,0.0354,stable,0.2366,0.1264,low,0.0354,stable,direct,GCE O-Level / Secondary,external_proxy,false,false,false,false
61131,Landscape and plant nursery supervisor,AGRICULTURAL AND FISHERY WORKERS,2575,1750,3500,1.4,1.4,estimated_sg_submajor,derived_from_official_sg,27.3,external_proxy,0.2091,0.3806,0.6238,0.7817,0.1012,low,0.0326,very_low,stable,0.1012,low,0.0930,low,stable,0.0126,0.4072,0.0814,0.0000,1.0000,shielded,true,-0.2638,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,false,divergent_exposure_sources,high,0.8264,1.0000,0.4500,0.8500,V5,posterior_task_aware_v5,0.2366,0.1145,low,0.0562,stable,0.2244,0.1086,low,0.0533,stable,direct,GCE O-Level / Secondary,external_proxy,false,false,false,false
71271,Air-conditioning/Refrigeration equipment mechanic,CRAFTSMEN AND RELATED TRADES WORKERS,3263,2475,4003,2.3,2.3,estimated_sg_submajor,derived_from_official_sg,0.46,external_proxy,0.3004,0.6061,0.2756,0.9035,0.1073,low,0.0211,very_low,stable,0.1073,low,0.1024,low,stable,0.0094,0.2306,0.0461,0.0215,0.1051,shielded,true,0.3569,false,false,reliability_weighted,divergent,4,aioe:0.2359|anthropic:0.2576|eloundou:0.2453|ilo:0.2612,true,divergent_exposure_sources|low_risk_but_high_observed_usage,medium,0.5845,1.0000,0.4500,0.6500,V5,posterior_task_aware_v5,0.1695,0.0603,low,0.0283,stable,0.2308,0.0821,low,0.0386,stable,direct,GCE O-Level / Secondary,external_proxy,false,false,very_high,true
